time,05517500,05517530,05518000,05527800,05527950,05528000,05536179,05536235,05520500,05536215,05530990,05535000,05535070,05536255,05528500,05539900,05536190,05536357,05536195,05536275,05534500,05536290,05529000,05540060,05536340,05536000,05540091,05531300,05536105,05526000,05540160,05540095,05531500,05532500,05533000,05540130,05540250,05536995,05537500,05539000,05540500,05547755,05527500,04093000,04094000,04095090,04095380
1.000000000000,-51353.,-0.11974E+06,-0.99178E+06,-10021.,-3083.2,-17138.,-17586.,-5366.6,-0.16783E+07,-295.31,-699.91,-53.834,-300.47,-1811.1,-617.61,-3664.3,-28005.,-19968.,-53455.,-14083.,-220.06,-91058.,-37705.,0.0000,-8430.9,-6292.7,-9897.2,-4393.4,-15209.,-1498.3,-6490.1,-11641.,-9175.7,-58049.,0.0000,-23094.,-17369.,-0.29081E+06,0.0000,-22839.,-85463.,-794.02,-0.23511E+07,-68084.,-44098.,-0.32049E+06,-16865.
