time,05517500,05517530,05518000,05527800,05527950,05528000,05536179,05536235,05520500,05536215,05530990,05535000,05535070,05536255,05528500,05539900,05536190,05536357,05536195,05536275,05534500,05536290,05529000,05540060,05536340,05536000,05540091,05531300,05536105,05526000,05540160,05540095,05531500,05532500,05533000,05540130,05540250,05536995,05537500,05539000,05540500,05547755,05527500,04093000,04094000,04095090,04095380
1.000000000000,-52092.,-0.12720E+06,-0.10375E+07,-10015.,-3083.0,-17132.,-17686.,-5445.4,-0.17341E+07,-319.09,-700.21,-53.495,-299.73,-1857.1,-617.81,-3716.5,-28119.,-20670.,-53840.,-14234.,-219.68,-91752.,-37712.,0.0000,-8480.3,-6291.5,-9962.7,-4394.1,-15208.,-1498.3,-6492.6,-11706.,-9176.9,-58114.,0.0000,-23160.,-17378.,-0.29304E+06,0.0000,-23086.,-85546.,-794.22,-0.24062E+07,-68536.,-45538.,-0.32674E+06,-16873.
