time,period,step,boundnumber,cellnumber,rate-requested,rate-actual,wel-reduction
1.000000000000000,1,1,2316,835862,-18.96490000000000,.000000000000000,-18.96490000000000
1.000000000000000,1,1,2317,836431,-31.68500000000000,.000000000000000,-31.68500000000000
1.000000000000000,1,1,2318,837000,-44.62920000000000,.000000000000000,-44.62920000000000
1.000000000000000,1,1,2321,848949,-2.732630000000000,.000000000000000,-2.732630000000000
1.000000000000000,1,1,2322,849518,-2.548250000000000,.000000000000000,-2.548250000000000
1.000000000000000,1,1,4108,1296752,-5.314650000000000,-1.013100901973352,-4.301549098026649
1.000000000000000,1,1,4109,1297321,-4.918210000000000,.000000000000000,-4.918210000000000
1.000000000000000,1,1,4110,1297890,-6.680770000000000,.000000000000000,-6.680770000000000
1.000000000000000,1,1,4111,1298459,-6.500300000000000,.000000000000000,-6.500300000000000
1.000000000000000,1,1,4112,1299028,-5.960200000000000,.000000000000000,-5.960200000000000
1.000000000000000,1,1,4113,1299597,-13.32060000000000,.000000000000000,-13.32060000000000
1.000000000000000,1,1,4114,1300166,-18.64430000000000,-2.531741346409164,-16.11255865359084
1.000000000000000,1,1,4115,1300735,-25.29120000000000,-3.442827801734822,-21.84837219826518
1.000000000000000,1,1,4124,1315529,-.2973810000000000,-.2959787171383670,-.1402282861633020E-02
1.000000000000000,1,1,4125,1316098,-13.79920000000000,.000000000000000,-13.79920000000000
1.000000000000000,1,1,4126,1316667,-20.72930000000000,.000000000000000,-20.72930000000000
1.000000000000000,1,1,4127,1317236,-22.38270000000000,.000000000000000,-22.38270000000000
1.000000000000000,1,1,4128,1317805,-35.49800000000000,.000000000000000,-35.49800000000000
1.000000000000000,1,1,4129,1318374,-33.84720000000000,.000000000000000,-33.84720000000000
1.000000000000000,1,1,4130,1318943,-44.62680000000000,.000000000000000,-44.62680000000000
1.000000000000000,1,1,4134,1330323,-3.457150000000000,.000000000000000,-3.457150000000000
1.000000000000000,1,1,4135,1330892,-4.081460000000000,.000000000000000,-4.081460000000000
1.000000000000000,1,1,6158,1779264,-4.828770000000000,-1.692672856334141,-3.136097143665858
1.000000000000000,1,1,6159,1779833,-4.002140000000000,.000000000000000,-4.002140000000000
1.000000000000000,1,1,6160,1780402,-5.224310000000000,.000000000000000,-5.224310000000000
1.000000000000000,1,1,6161,1780971,-3.653520000000000,-3.642497288781954,-.1102271121804632E-01
1.000000000000000,1,1,6178,1799748,-.3242900000000000,.000000000000000,-.3242900000000000
1.000000000000000,1,1,6179,1800317,-.3262450000000000,.000000000000000,-.3262450000000000
1.000000000000000,1,1,6180,1800886,-.3305290000000000,.000000000000000,-.3305290000000000
1.000000000000000,1,1,6185,1810559,-1.784140000000000,.000000000000000,-1.784140000000000
1.000000000000000,1,1,6186,1811128,-2.688770000000000,.000000000000000,-2.688770000000000
1.000000000000000,1,1,6188,1812266,-3.203050000000000,.000000000000000,-3.203050000000000
1.000000000000000,1,1,6189,1812835,-3.983350000000000,.000000000000000,-3.983350000000000
1.000000000000000,1,1,8413,2261776,-4.002160000000000,-3.656727189919652,-.3454328100803479
1.000000000000000,1,1,8448,2293071,-.7452210000000000,.000000000000000,-.7452210000000000
1.000000000000000,1,1,8449,2293640,-2.701330000000000,.000000000000000,-2.701330000000000
1.000000000000000,1,1,8450,2294209,-2.784570000000000,.000000000000000,-2.784570000000000
1.000000000000000,1,1,15522,3582425,-4.066330000000000,.000000000000000,-4.066330000000000
