#rno k i j rlen rwid rgrd rtp rbth rhk man ncon ustrf ndv line_id
159 1 646 569 200.97162 9.395604026327002 0.0010217290605999 203.6527284916023 1 0.2 0.0370000004768371 2 1.0 0 13435139
160 1 647 569 200.97162 9.412709803867491 0.0010217290605999 203.44738994846935 1 0.2 0.0370000004768371 2 1.0 0 13435139
161 1 648 569 200.97162 9.429815581407984 0.0010217290605999 203.24205140533647 1 0.2 0.0370000004768371 2 1.0 0 13435139
162 1 649 569 200.97162 9.446921358948472 0.0010217290605998 203.0367128622036 1 0.2 0.0370000004768371 2 1.0 0 13435139
163 1 650 569 200.97162 9.464027136488962 0.0010217290605999 202.83137431907068 1 0.2 0.0370000004768371 2 1.0 0 13435139
164 1 651 569 200.97162 9.481132914029452 0.0009414570866255 202.62603577593777 1 0.2 0.0370000004768371 2 1.0 0 13435139
165 1 653 569 169.39302 9.496894778998117 0.0011267728793214 202.4368296213469 1 0.2 0.0370000004768371 2 1.0 0 13435139
166 1 654 569 204.22366 9.5127950395527 0.0006593429783394 202.2459621597548 1 0.2 0.0370000004768371 2 1.0 0 13435139
167 1 572 549 211.52675 7.968767817582518 0.0009718787103594 218.1973272942604 1 0.2 0.0370000004768371 2 1.0 0 13435319
168 1 573 549 208.62233 7.987893500384071 0.0009679404742444 217.99174895056888 1 0.2 0.0370000004768371 2 1.0 0 13435319
169 1 574 549 204.07869 8.006680136658677 0.000976090268035 217.78981495380955 1 0.2 0.0370000004768371 2 1.0 0 13435319
170 1 575 549 203.03311 8.025212347208308 0.0009757307375844 217.59061573100183 1 0.2 0.0370000004768371 2 1.0 0 13435319
171 1 576 549 201.8437 8.043642818585946 0.0009751155782585 217.3925100832934 1 0.2 0.0370000004768371 2 1.0 0 13435319
172 1 577 549 200.40752 8.061953769080388 0.0009801001810468 217.1956891429315 1 0.2 0.0370000004768371 2 1.0 0 13435319
173 1 578 549 201.02306 8.080227366867735 0.0009771394892913 216.9992696997468 1 0.2 0.0370000004768371 2 1.0 0 13435319
174 1 579 549 200.42432 8.098501720377811 0.0009787991586977 216.8028421334416 1 0.2 0.0370000004768371 2 1.0 0 13435319
175 1 580 549 200.50723 8.116752590915532 0.0009838963966453 216.6066669811606 1 0.2 0.0370000004768371 2 1.0 0 13435319
176 1 581 549 202.67873 8.13510609526759 0.0009781331797763 216.4093886374392 1 0.2 0.0370000004768371 2 1.0 0 13435319
177 1 582 549 202.48674 8.153549697327593 0.0009853123201191 216.21114185051175 1 0.2 0.0370000004768371 2 1.0 0 13435319
178 1 583 549 205.26562 8.172111069883595 0.0009077718207863 216.0116291708184 1 0.2 0.0370000004768371 2 1.0 0 13435319
179 1 584 548 175.55342 8.18944641567941 0.0008595666441555 215.82529482066727 1 0.2 0.0370000004768371 2 1.0 0 13435319
