per,nseg,icalc,outseg,iupseg,iprior,nstrpts,flow,runoff,etsw,pptsw,roughch,roughbk,cdpth,fdpth,awdth,bwdth,hcond1,thickm1,elevup,width1,depth1,thts1,thti1,eps1,uhc1,hcond2,thickm2,elevdn,width2,depth2,thts2,thti2,eps2,uhc2
0,615,1,627,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.74405,24.880957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.48027,24.910198,0.0,0.0,0.0,0.0,0.0
0,616,1,628,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.32378,51.293335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.32378,51.35434,0.0,0.0,0.0,0.0,0.0
0,617,1,628,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.68195,16.503082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.68195,16.516762,0.0,0.0,0.0,0.0,0.0
0,618,1,629,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.14133,96.50387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.91324,96.513245,0.0,0.0,0.0,0.0,0.0
0,619,1,630,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.00969,17.782877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.70801,17.795544,0.0,0.0,0.0,0.0,0.0
0,620,1,631,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.71188,8.720273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.51814,8.800164,0.0,0.0,0.0,0.0,0.0
0,621,1,632,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.54895,6.2911572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.01392,6.435422,0.0,0.0,0.0,0.0,0.0
0,622,1,633,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.19432,9.188093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.19432,9.197878,0.0,0.0,0.0,0.0,0.0
0,623,1,634,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.33157,14.903514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.38916,14.99174,0.0,0.0,0.0,0.0,0.0
0,624,1,635,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.74083,9.5947895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.32689,9.620215,0.0,0.0,0.0,0.0,0.0
0,625,1,636,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.45058,6.4693446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.45058,6.4942336,0.0,0.0,0.0,0.0,0.0
0,626,1,636,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.47487,7.5480247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.47487,7.7243853,0.0,0.0,0.0,0.0,0.0
0,627,1,637,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.48027,25.085787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.677,25.157366,0.0,0.0,0.0,0.0,0.0
0,628,1,639,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.32378,54.293545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.32378,54.29911,0.0,0.0,0.0,0.0,0.0
0,629,1,640,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.91324,96.52623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.72151,96.52824,0.0,0.0,0.0,0.0,0.0
0,630,1,640,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.70801,18.117426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.74606,18.206789,0.0,0.0,0.0,0.0,0.0
0,631,1,641,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.51814,8.800164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.80418,9.175732,0.0,0.0,0.0,0.0,0.0
0,632,1,643,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.01392,8.02938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.73024,8.112207,0.0,0.0,0.0,0.0,0.0
0,633,1,645,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.19432,9.379275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.19432,9.436277,0.0,0.0,0.0,0.0,0.0
0,634,1,645,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.38916,15.659773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.3277,15.811875,0.0,0.0,0.0,0.0,0.0
0,635,1,646,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.32689,9.620215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.05351,9.763571,0.0,0.0,0.0,0.0,0.0
0,636,1,647,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.45058,8.1356325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.3328,8.2297125,0.0,0.0,0.0,0.0,0.0
0,637,1,648,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.677,25.21209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.80334,25.228315,0.0,0.0,0.0,0.0,0.0
0,638,1,649,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.04767,5.5158296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.73941,5.638689,0.0,0.0,0.0,0.0,0.0
0,639,1,650,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.32378,54.29911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.32378,54.361633,0.0,0.0,0.0,0.0,0.0
0,640,1,653,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.72151,98.2786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.62549,98.281006,0.0,0.0,0.0,0.0,0.0
0,641,1,654,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.80418,9.636536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.79878,10.188982,0.0,0.0,0.0,0.0,0.0
0,642,1,656,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.42433,5.291582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.42433,5.405707,0.0,0.0,0.0,0.0,0.0
0,643,1,657,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.73024,8.358218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.52264,8.4566,0.0,0.0,0.0,0.0,0.0
0,644,1,658,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.17229,6.626097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.52576,6.757629,0.0,0.0,0.0,0.0,0.0
0,645,1,659,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.19432,18.449028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.19432,18.462841,0.0,0.0,0.0,0.0,0.0
0,646,1,661,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.05351,9.901342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.02402,9.957044,0.0,0.0,0.0,0.0,0.0
0,647,1,662,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.3328,8.2297125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.3328,8.31743,0.0,0.0,0.0,0.0,0.0
0,648,1,663,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.80334,25.30767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.27432,25.31887,0.0,0.0,0.0,0.0,0.0
0,649,1,664,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.73941,5.638689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.93399,6.0080924,0.0,0.0,0.0,0.0,0.0
0,650,1,665,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.32378,54.361633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.32378,54.366707,0.0,0.0,0.0,0.0,0.0
0,651,1,666,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.89078,5.4615617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.37378,5.487211,0.0,0.0,0.0,0.0,0.0
0,652,1,667,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.2053,5.1499915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.61168,5.5555487,0.0,0.0,0.0,0.0,0.0
0,653,1,668,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.62549,98.281006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.50085,98.28375,0.0,0.0,0.0,0.0,0.0
0,654,1,669,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.79878,10.188982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.73628,10.217006,0.0,0.0,0.0,0.0,0.0
0,655,1,670,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.95671,5.613849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.95671,5.7472425,0.0,0.0,0.0,0.0,0.0
0,656,1,671,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.42433,7.312415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.35788,7.4331055,0.0,0.0,0.0,0.0,0.0
0,657,1,672,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.52264,8.4566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.98235,8.583829,0.0,0.0,0.0,0.0,0.0
0,658,1,673,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.52576,6.9361815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.83305,7.087957,0.0,0.0,0.0,0.0,0.0
0,659,1,674,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.19432,18.53351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.19432,18.565428,0.0,0.0,0.0,0.0,0.0
0,660,1,675,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.968,8.210721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.968,8.484298,0.0,0.0,0.0,0.0,0.0
0,661,1,676,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.02402,10.098508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.40262,10.163344,0.0,0.0,0.0,0.0,0.0
0,662,1,677,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.3328,8.31743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.3328,8.3521595,0.0,0.0,0.0,0.0,0.0
0,663,1,678,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0388,25.378805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.5597,25.532722,0.0,0.0,0.0,0.0,0.0
0,664,1,679,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.93399,7.2362943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.86601,7.7269664,0.0,0.0,0.0,0.0,0.0
0,665,1,680,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.32378,54.3769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.32378,54.402985,0.0,0.0,0.0,0.0,0.0
0,666,1,681,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.37378,5.487211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.37378,5.5195575,0.0,0.0,0.0,0.0,0.0
0,667,1,682,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.61168,5.5555487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.78961,6.3023267,0.0,0.0,0.0,0.0,0.0
0,668,1,683,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.50085,98.28745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.46127,98.29098,0.0,0.0,0.0,0.0,0.0
0,669,1,684,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.73628,10.217006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.3739,10.393419,0.0,0.0,0.0,0.0,0.0
0,670,1,685,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.95671,5.7472425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.77823,6.18365,0.0,0.0,0.0,0.0,0.0
0,671,1,686,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.35788,7.4331055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.29878,7.5318756,0.0,0.0,0.0,0.0,0.0
0,672,1,687,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.98235,9.10443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.1338,9.220048,0.0,0.0,0.0,0.0,0.0
0,673,1,688,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.83305,7.558866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.34921,7.6597543,0.0,0.0,0.0,0.0,0.0
0,674,1,689,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.19432,18.568802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.19432,18.623377,0.0,0.0,0.0,0.0,0.0
0,675,1,690,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.968,8.657468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0909,8.713808,0.0,0.0,0.0,0.0,0.0
0,676,1,691,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.40262,10.429884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.33206,10.5122385,0.0,0.0,0.0,0.0,0.0
0,677,1,693,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.3328,8.3521595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.3164,8.403225,0.0,0.0,0.0,0.0,0.0
0,678,1,694,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.5597,25.670494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.7587,25.69837,0.0,0.0,0.0,0.0,0.0
0,679,1,695,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.86601,7.7269664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.86601,7.831721,0.0,0.0,0.0,0.0,0.0
0,680,1,696,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.32378,54.402985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.32378,54.407066,0.0,0.0,0.0,0.0,0.0
0,681,1,697,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.6931,54.74161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.6931,54.74416,0.0,0.0,0.0,0.0,0.0
0,682,1,698,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.78961,7.760082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.29007,8.00636,0.0,0.0,0.0,0.0,0.0
0,683,1,699,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.46127,98.32939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.20676,98.35164,0.0,0.0,0.0,0.0,0.0
0,684,1,700,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.3739,10.556565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.5294,10.657833,0.0,0.0,0.0,0.0,0.0
0,685,1,701,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.77823,8.858187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.54967,9.024747,0.0,0.0,0.0,0.0,0.0
0,686,1,702,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.29878,8.007784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.29878,8.159428,0.0,0.0,0.0,0.0,0.0
0,687,1,702,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.1338,9.501213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.29878,9.529209,0.0,0.0,0.0,0.0,0.0
0,688,1,703,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.34921,8.355403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.82605,8.419247,0.0,0.0,0.0,0.0,0.0
0,689,1,705,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.19432,18.626123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.19432,18.669193,0.0,0.0,0.0,0.0,0.0
0,690,1,706,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0909,8.891392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0909,8.916396,0.0,0.0,0.0,0.0,0.0
0,691,1,707,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.33206,10.625305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.90848,10.658101,0.0,0.0,0.0,0.0,0.0
0,692,1,708,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.15565,4.5553827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.8595,5.77594,0.0,0.0,0.0,0.0,0.0
0,693,1,709,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.3164,8.403225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.3164,8.444702,0.0,0.0,0.0,0.0,0.0
0,694,1,710,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.7587,25.804846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.17603,25.877342,0.0,0.0,0.0,0.0,0.0
0,695,1,711,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.86601,7.862589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.86601,7.901096,0.0,0.0,0.0,0.0,0.0
0,696,1,712,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.32378,54.407066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.32378,54.409992,0.0,0.0,0.0,0.0,0.0
0,697,1,713,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.6931,54.74416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.68982,54.745758,0.0,0.0,0.0,0.0,0.0
0,698,1,714,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.29007,9.574223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.37389,9.863674,0.0,0.0,0.0,0.0,0.0
0,699,1,715,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.20676,98.3832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.56631,98.39273,0.0,0.0,0.0,0.0,0.0
0,700,1,715,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.5294,10.798973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.47896,11.147859,0.0,0.0,0.0,0.0,0.0
0,701,1,716,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.54967,9.341669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.29878,9.482102,0.0,0.0,0.0,0.0,0.0
0,702,1,716,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.29878,12.718254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.29878,12.898753,0.0,0.0,0.0,0.0,0.0
0,703,1,717,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.82605,8.583746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.49893,8.629244,0.0,0.0,0.0,0.0,0.0
0,704,1,718,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.53473,5.6815567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.26372,5.947044,0.0,0.0,0.0,0.0,0.0
0,705,1,719,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.19432,18.677177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.19432,18.6894,0.0,0.0,0.0,0.0,0.0
0,706,1,720,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0909,9.632903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.1704,9.724714,0.0,0.0,0.0,0.0,0.0
0,707,1,721,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.90848,11.038134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.54941,11.193344,0.0,0.0,0.0,0.0,0.0
0,708,1,723,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.8595,5.77594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.24399,5.8140264,0.0,0.0,0.0,0.0,0.0
0,709,1,725,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.3164,8.444702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.3164,8.489927,0.0,0.0,0.0,0.0,0.0
0,710,1,726,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.16817,25.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.70557,26.062233,0.0,0.0,0.0,0.0,0.0
0,711,1,726,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.86601,7.901096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.76025,8.040112,0.0,0.0,0.0,0.0,0.0
0,712,1,727,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.32378,54.42038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.32378,54.4387,0.0,0.0,0.0,0.0,0.0
0,713,1,728,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.68982,54.75476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.68553,54.767483,0.0,0.0,0.0,0.0,0.0
0,714,1,729,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.37389,10.006013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.33253,10.650851,0.0,0.0,0.0,0.0,0.0
0,715,1,730,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.56631,99.07571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.60321,99.08859,0.0,0.0,0.0,0.0,0.0
0,716,1,733,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.29878,15.9346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.96492,15.942177,0.0,0.0,0.0,0.0,0.0
0,717,1,734,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.49893,8.837299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.48843,8.998692,0.0,0.0,0.0,0.0,0.0
0,718,1,735,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.26372,6.281891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.90526,6.3211246,0.0,0.0,0.0,0.0,0.0
0,719,1,735,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.19069,18.71613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.90526,18.724901,0.0,0.0,0.0,0.0,0.0
0,720,1,736,0,0,0,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.1704,9.724714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.40909,9.799725,0.0,0.0,0.0,0.0,0.0
