per,k,i,j,q,boundname
0,8,388,20,-4.145556765091527,wel_404962
0,8,444,72,-0.5674230822219027,wel_404972
0,8,444,70,-0.3782820548146018,wel_404973
0,8,441,73,-0.3782820548146018,wel_404974
0,8,58,38,-2.0520505987203057,wel_404984
0,8,332,15,-2.804728248882236,wel_404987
0,8,203,90,-45.97422452486503,wel_404993
0,8,646,275,-446.9013831687793,wel_405016
0,8,544,54,-1468.5448290282304,wel_405028
0,8,533,110,-2019.362883627559,wel_405030
0,8,210,16,-0.5181945956364409,wel_405042
0,8,388,21,-0.6218335147637291,wel_405043
0,8,581,81,-412.327439747916,wel_405085
0,8,532,106,-393.68279819691685,wel_405095
0,8,356,75,-4.956013112666921,wel_405116
0,8,761,278,-155.45837869093225,wel_405121
0,8,757,285,-414.5556765091527,wel_405122
0,8,193,89,-34.82500870244919,wel_405123
0,8,368,94,-3.6454989803023614,wel_405125
0,8,566,160,-224.89645450621532,wel_405148
0,8,372,100,-64.42195212952232,wel_405158
0,8,54,66,-1421.3145008035426,wel_405165
0,8,372,100,-0.6736529743273731,wel_405169
0,8,167,16,-501.9336492253693,wel_405173
0,8,373,94,-226.40958272547374,wel_405181
0,8,769,262,-10.363891912728818,wel_405184
0,8,373,94,-226.40958272547374,wel_405192
0,8,378,107,-86.29748516485512,wel_405203
0,8,378,107,-86.29748516485512,wel_405214
0,8,818,252,-16.68068403353703,wel_405215
0,8,702,198,-217.1546272474069,wel_405252
0,8,258,28,-4.145556765091527,wel_405255
0,8,258,28,-15.110554408758615,wel_405256
0,8,357,40,-38.836114697756884,wel_405259
0,8,582,168,-122.4990778106125,wel_405295
0,8,548,29,-1447.8357002082157,wel_405298
0,8,719,211,-33.07117909351766,wel_405305
0,8,572,82,-1403.9964374173728,wel_405342
0,8,121,123,-0.7151085419782883,wel_405357
0,8,394,116,-1.4509448677820345,wel_405358
0,8,750,262,-103.63891912728818,wel_405375
0,8,753,260,-41.45556765091527,wel_405376
0,8,751,319,-313.5077303600467,wel_405377
0,8,746,325,-257.5427140313111,wel_405378
0,8,235,80,-125.40309214401869,wel_405387
0,8,171,10,-38.51222234770029,wel_405419
0,8,585,226,-3.1091675738186453,wel_405421
0,8,163,24,-40.29481175668964,wel_405422
0,8,314,22,-1544.1784394289427,wel_405425
0,8,324,99,-87.80289228463853,wel_405431
0,8,71,75,-94.75810014727085,wel_405437
0,8,356,9,-2328.6421460872125,wel_405469
0,8,407,29,-1051.624112384593,wel_405475
0,8,833,64,-31.52350802251412,wel_405489
0,8,703,202,-16.758413222882496,wel_405490
0,8,610,166,-65.29251905019154,wel_405530
0,8,551,243,-227.5392469439612,wel_405533
0,8,191,17,-74.62002177164749,wel_405557
0,8,586,238,-201.4740587834482,wel_405564
0,8,652,7,-1.1348461644438055,wel_405575
0,8,812,219,-71.63522090078159,wel_405576
0,8,321,81,-347.0867401572881,wel_405588
0,8,323,57,-1.1193003265747123,wel_405609
0,8,330,46,-1.1193003265747123,wel_405610
0,8,340,71,-1.9328658417239244,wel_405618
0,8,352,40,-9.078769315550444,wel_405624
0,8,350,56,-174.00974521471684,wel_405632
0,8,342,69,-3.357900979724137,wel_405635
0,8,313,100,-16.758413222882496,wel_405646
0,8,316,97,-3.1091675738186453,wel_405656
0,8,318,103,-12.436670295274581,wel_405658
0,8,318,102,-12.436670295274581,wel_405659
0,8,317,93,-3.005528654691357,wel_405660
0,8,325,85,-1.92768389576756,wel_405662
0,8,339,91,-60.680587149027225,wel_405675
0,8,340,91,-49.38394496415281,wel_405676
0,8,340,91,-35.57924093639803,wel_405677
0,8,756,3,-52.586387565186016,wel_405928
0,8,704,8,-397.67030561033926,wel_405952
0,8,740,6,-9.736876452008724,wel_405957
0,8,740,5,-9.736876452008724,wel_405958
0,8,740,4,-9.736876452008724,wel_405961
0,8,740,5,-9.736876452008724,wel_405963
0,8,740,5,-9.736876452008724,wel_405964
0,8,740,5,-9.736876452008724,wel_405965
0,8,832,193,-12.199596267770909,wel_406542
0,8,832,192,-1.8914102740730092,wel_406543
0,8,783,240,-35.48139543284996,wel_406549
0,8,822,192,-19.670666850359297,wel_406557
0,8,822,191,-19.670666850359297,wel_406559
0,8,821,191,-19.670666850359297,wel_406566
0,8,826,201,-7.943923151106638,wel_406569
0,8,831,63,-31.52350802251412,wel_406572
0,8,831,64,-31.52349765862221,wel_406573
0,8,820,121,-507.17777853321013,wel_406577
0,8,772,169,-195.19551978768988,wel_406588
0,8,760,184,-9.611473359864705,wel_406594
0,8,761,185,-225.77323976203218,wel_406595
0,8,776,214,-9.910989836142567,wel_406596
0,8,777,217,-56.69760875637068,wel_406598
0,8,744,269,-282.2709601350821,wel_406602
0,8,749,265,-1089.4419539741405,wel_406603
0,8,749,267,-1412.3082787313813,wel_406606
0,8,773,245,-112.11658271190035,wel_406608
0,8,739,272,-26.1750454147879,wel_406609
0,8,696,194,-282.22950456743115,wel_406620
0,8,692,201,-5.830725590101233,wel_406623
0,8,707,193,-1376.2434687310881,wel_406630
0,8,708,197,-712.8626866008001,wel_406631
0,8,702,227,-57.12473583376997,wel_406640
0,8,704,275,-704.7446500655595,wel_406642
0,8,704,276,-5.181945956364409,wel_406645
0,8,180,23,-817.3887548758178,wel_406713
0,8,180,24,-278.0041458346116,wel_406714
0,8,208,27,-3331.027407994431,wel_406717
0,8,209,28,-15.545837869093226,wel_406718
0,8,207,27,-1037.6328583024092,wel_406719
0,8,173,38,-95.9381743360218,wel_406723
0,8,173,37,-0.674689363518646,wel_406724
0,8,173,39,-1.3680337324802039,wel_406725
0,8,174,43,-5.951205833586705,wel_406727
0,8,174,45,-6.587424430325302,wel_406728
0,8,175,46,-7.419385853619607,wel_406729
0,8,174,46,-5.022601118206203,wel_406730
0,8,175,44,-7.419385853619607,wel_406731
0,8,174,44,-5.231827368140372,wel_406733
0,8,174,48,-7.405259868942558,wel_406734
0,8,174,41,-5.730714033143399,wel_406735
0,8,176,62,-58.37358480925379,wel_406736
0,8,175,62,-8.672504752571474,wel_406737
0,8,175,63,-8.672504752571474,wel_406738
0,8,172,61,-8.672504752571474,wel_406739
0,8,175,63,-8.672504752571474,wel_406740
0,8,174,61,-8.672504752571474,wel_406741
0,8,172,64,-8.672504752571474,wel_406742
0,8,174,63,-8.672504752571474,wel_406744
0,8,173,64,-8.672504752571474,wel_406745
0,8,174,63,-8.672504752571474,wel_406746
0,8,173,61,-8.672504752571474,wel_406747
0,8,174,60,-8.672504752571474,wel_406748
0,8,169,67,-8.672504752571474,wel_406749
0,8,171,66,-8.672504752571474,wel_406750
0,8,172,66,-8.672504752571474,wel_406751
0,8,174,66,-8.672504752571474,wel_406752
0,8,172,65,-8.672504752571474,wel_406753
0,8,172,68,-8.672504752571474,wel_406755
0,8,173,65,-8.672504752571474,wel_406756
0,8,173,66,-8.672504752571474,wel_406757
0,8,173,67,-8.672504752571474,wel_406758
0,8,178,80,-10.496518637536008,wel_406759
0,8,177,80,-13.995358183381343,wel_406760
0,8,182,47,-14.75300013776947,wel_406767
0,8,192,48,-22.69692328887611,wel_406773
0,8,160,81,-66.19935959255533,wel_406779
0,8,199,114,-126.67577807090179,wel_406795
0,8,199,114,-139.61716990232625,wel_406796
0,8,200,113,-99.25913840496898,wel_406798
0,8,201,110,-494.3472803452519,wel_406799
0,8,155,21,-176.2690736516917,wel_406806
0,8,153,23,-6.891988121964664,wel_406807
0,8,137,75,-1.753570511633716,wel_406813
0,8,140,76,-1.4478357002082158,wel_406814
0,8,140,76,-0.5140490388713493,wel_406815
0,8,149,61,-170.2891080180472,wel_406817
0,8,148,41,-20.271772581297565,wel_406820
0,8,153,73,-41.6110260296062,wel_406828
0,8,159,78,-11.01578071403946,wel_406829
0,8,158,79,-38.4936709811765,wel_406833
0,8,158,78,-10.361922773265398,wel_406834
0,8,122,99,-160.56777740390757,wel_406837
0,8,124,107,-214.76885932909673,wel_406838
0,8,131,100,-0.8705669206692206,wel_406845
0,8,130,98,-1.2436670295274581,wel_406847
0,8,124,137,-17.038238304526175,wel_406868
0,8,74,22,-485.00941373188317,wel_406875
0,8,67,21,-126.72656114127416,wel_406876
0,8,78,0,-675.6117498988789,wel_406878
0,8,82,2,-1270.8929735821966,wel_406879
0,8,91,4,-119.45421818611234,wel_406884
0,8,64,57,-391.21100997573103,wel_406886
0,8,66,41,-1.1763017320947207,wel_406888
0,8,66,41,-0.4301015143782459,wel_406889
0,8,66,44,-524.7953583956578,wel_406891
0,8,68,38,-314.7462154436178,wel_406892
0,8,62,33,-65.10078704980606,wel_406893
0,8,89,45,-3.854331402343847,wel_406897
0,8,94,32,-11.068636562794376,wel_406900
0,8,110,31,-33.66710287849956,wel_406901
0,8,96,49,-44.46638189048212,wel_406903
0,8,94,48,-29.2141530792765,wel_406906
0,8,66,112,-38.58020947864779,wel_406922
0,8,77,77,-233.67363456710535,wel_406923
0,8,104,79,-11.676997018071559,wel_406940
0,8,32,33,-816.6446274364839,wel_406945
0,8,30,30,-209.29568800998464,wel_406946
0,8,30,30,-321.33765070011333,wel_406947
0,8,35,34,-1223.9020512606928,wel_406948
0,8,55,59,-247.88356676864785,wel_406951
0,8,55,60,-247.88356676864785,wel_406952
0,8,55,59,-247.88356676864785,wel_406953
0,8,58,63,-604.0159117873657,wel_406955
0,8,58,63,-604.0159117873657,wel_406956
0,8,27,142,-13.473059486547463,wel_406966
0,8,656,211,-435.32491590226124,wel_409174
0,8,660,205,-588.4514189128295,wel_409175
0,8,658,211,-304.04549704372533,wel_409177
0,8,641,287,-669.2897758321143,wel_409179
0,8,610,18,-850.4609703585268,wel_409191
0,8,610,18,-850.4609703585268,wel_409192
0,8,629,76,-287.22490046936645,wel_409195
0,8,630,75,-202.76954527253932,wel_409197
0,8,613,126,-16.789504898620685,wel_409200
0,8,616,125,-2.4147868156658143,wel_409202
0,8,596,249,-193.93950936289434,wel_409207
0,8,597,252,-2881.5765074151204,wel_409208
0,8,600,224,-1465.5164998113312,wel_409211
0,8,600,219,-107.1232595883476,wel_409212
0,8,608,225,-579.5488357597955,wel_409215
0,8,581,290,-702.7402733696379,wel_409216
0,8,576,279,-666.8977895786564,wel_409217
0,8,576,267,-3.295717628247764,wel_409222
0,8,576,267,-1832.4915485491458,wel_409223
0,8,588,270,-431.00524575303587,wel_409227
0,8,595,272,-240.70968078665695,wel_409228
0,8,604,271,-30.032485984705566,wel_409229
0,8,604,272,-37.73907601101072,wel_409230
0,8,612,273,-35.5191303633042,wel_409234
0,8,621,263,-155.09564247398674,wel_409235
0,8,586,306,-19.32451286047415,wel_409237
0,8,589,310,-902.6638939229418,wel_409238
0,8,556,92,-84.65392736587502,wel_409267
0,8,557,97,-5.257384725597162,wel_409268
0,8,556,98,-7.459908670998377,wel_409269
0,8,556,98,-34.86309600522847,wel_409270
0,8,561,101,-62.1062441205422,wel_409276
0,8,561,100,-3.7828205481460184,wel_409278
0,8,564,98,-122.33538013785096,wel_409282
0,8,573,64,-381.3912223884205,wel_409298
0,8,571,67,-244.69148805952736,wel_409300
0,8,578,83,-412.327439747916,wel_409307
0,8,543,112,-1444.0352299521423,wel_409312
0,8,546,112,-2061.411203712531,wel_409313
0,8,558,107,-193.72580591165388,wel_409314
0,8,550,112,-1082.5458099315188,wel_409316
0,8,545,157,-288.9349426349667,wel_409328
0,8,553,160,-217.23753838270875,wel_409329
0,8,544,172,-284.6235635992715,wel_409333
0,8,554,196,-3854.937068187227,wel_409336
0,8,554,196,-424.73633481286447,wel_409337
0,8,561,170,-970.6095693027919,wel_409338
0,8,566,207,-164.39503832057537,wel_409339
0,8,567,202,-213.46508172647543,wel_409340
0,8,571,179,-1.435399029912941,wel_409344
0,8,577,183,-2443.9922630758842,wel_409345
0,8,529,46,-36.6467218034091,wel_409350
0,8,538,53,-47.10388874335247,wel_409353
0,8,537,52,-14.465920331786883,wel_409356
0,8,541,44,-86.71986557975838,wel_409357
0,8,540,44,-162.54002603489985,wel_409358
0,8,540,39,-55.332818922059154,wel_409360
0,8,538,41,-86.70328335269801,wel_409361
0,8,512,75,-26.510835512760313,wel_409364
0,8,512,76,-29.899828168222637,wel_409366
0,8,513,76,-60.62876768946358,wel_409367
0,8,511,94,-7.588338019580912,wel_409369
0,8,547,63,-20.53294265749833,wel_409390
0,8,543,56,-153.8861762877713,wel_409393
0,8,543,70,-919.147664010137,wel_409395
0,8,542,73,-2039.6419109331955,wel_409396
0,8,544,87,-342.5266277156874,wel_409397
0,8,537,89,-336.4015675952647,wel_409398
0,8,524,103,-593.7680954640593,wel_409414
0,8,541,115,-834.2165647189479,wel_409417
0,8,539,116,-810.8818267939787,wel_409418
0,8,478,78,-638.0944611748006,wel_409446
0,8,489,72,-1436.4509649420831,wel_409448
0,8,494,68,-6.8608964462264765,wel_409450
0,8,453,121,-1.4001617974096632,wel_409756
0,8,450,117,-1.3286509432118343,wel_409758
0,8,450,114,-1.270613148500553,wel_409759
0,8,397,4,-0.5181945956364409,wel_409772
0,8,398,5,-1.0363891912728818,wel_409773
0,8,233,169,-10.4944769508292,wel_409838
0,8,232,168,-2.0282136473210297,wel_409839
0,8,324,96,-5.60686552478629,wel_409850
0,8,92,35,-14.784091813507658,wel_409855
0,8,324,78,-4.114465089353341,wel_409864
0,8,481,72,-100.57120712112044,wel_409870
0,8,549,29,-1356.757818079155,wel_409871
0,8,439,118,-5920.331799578686,wel_409875
0,8,370,4,-1475.0098248033908,wel_409876
0,8,85,51,-2.5287896267058314,wel_409912
0,8,114,3,-149.04312959695312,wel_409916
0,8,151,29,-1058.6508311014231,wel_409922
0,8,327,59,-4.062645629789697,wel_409932
0,8,593,266,-675.1930486656046,wel_409942
0,8,73,80,-225.57943498326415,wel_409955
0,8,393,14,-1051.624112384593,wel_409980
0,8,154,16,-1024.0976154643854,wel_409984
0,8,436,70,-236.2552800425661,wel_409995
0,8,124,49,-366.0733901414073,wel_409996
0,8,124,49,-33.18725468294022,wel_409997
0,8,614,277,-121.47517710909446,wel_409998
0,8,552,302,-199.1473650490406,wel_410001
0,8,26,30,-783.6760508729022,wel_410007
0,8,483,58,-1988.1958105757076,wel_410048
0,8,191,73,-54.876724766763786,wel_410082
0,8,800,295,-417.4782940285422,wel_410083
0,8,620,265,-155.09564247398674,wel_410178
0,8,548,29,-422.12131760544474,wel_410184
0,8,502,53,-987.3771027505576,wel_410193
0,8,146,2,-6.785758229859193,wel_410229
0,8,145,2,-439.86430056003644,wel_410230
0,8,51,23,-92.6895709604093,wel_410243
0,8,709,186,-511.1678769196107,wel_410285
0,8,582,168,-122.4990778106125,wel_410292
0,8,195,6,-132.26917053620153,wel_410299
0,8,196,7,-132.26917053620153,wel_410300
0,8,223,36,-8.291113530183054,wel_410320
0,8,141,53,-144.28092126305424,wel_410347
0,8,142,53,-144.28092126305424,wel_410348
0,8,614,277,-121.47517710909446,wel_410361
0,8,582,269,-3.767274710276925,wel_410362
0,8,201,76,-59.16700291852466,wel_410384
0,8,201,76,-59.16700291852466,wel_410385
0,8,201,76,-59.16700291852466,wel_410392
0,8,38,23,-607.386249437385,wel_410405
0,8,52,109,-50.81105288053557,wel_410415
0,8,563,250,-88.63200363765684,wel_410459
0,8,564,249,-844.0871768321985,wel_410460
0,8,567,247,-3484.060635977785,wel_410461
0,8,565,245,-3559.105577317854,wel_410462
0,8,570,233,-849.8287729518503,wel_410465
0,8,566,198,-3.922733088967857,wel_410466
0,8,573,225,-1765.6755373877832,wel_410467
0,8,570,249,-867.6235753660056,wel_410470
0,8,555,295,-64.4841354809987,wel_410508
0,8,563,296,-1846.399891496028,wel_410509
0,8,563,296,-1846.399891496028,wel_410510
0,8,564,252,-13.473059486547463,wel_410520
0,8,573,268,-1212.295528707628,wel_410524
0,8,552,301,-54.776277926345614,wel_410529
0,8,552,308,-203.89402754507037,wel_410537
0,8,526,197,-1.5187869042427573,wel_410561
0,8,526,197,-599.854332445377,wel_410562
0,8,524,263,-63.79079111203714,wel_410594
0,8,484,109,-31.153859089662824,wel_410602
0,8,483,181,-70.18427603299955,wel_410610
0,8,396,143,-7.026718716830138,wel_410625
0,8,417,147,-23.584072436605695,wel_410642
0,8,418,146,-23.98826422120212,wel_410643
0,8,305,17,-250.5719603308097,wel_410671
0,8,305,17,-250.5719603308097,wel_410672
0,8,279,110,-52.959487674044254,wel_410740
0,8,283,118,-11.74228953712175,wel_410757
0,8,284,119,-34.85376850250701,wel_410758
0,8,283,119,-469.194114673059,wel_410759
0,8,213,29,-835.7235160586264,wel_410786
0,8,213,29,-1133.2915806568963,wel_410787
0,8,258,9,-6.827939269943999,wel_410788
0,8,261,9,-6.604908315982075,wel_410790
0,8,242,39,-2.0520505987203057,wel_410812
0,8,243,70,-30.262564385168147,wel_410830
0,8,243,70,-30.262564385168147,wel_410831
0,8,249,52,-2.1245978421094076,wel_410839
0,8,524,122,-2891.028376839529,wel_410983
0,8,759,321,-523.7910972693144,wel_410995
0,8,767,269,-286.04341679131534,wel_410996
0,8,442,118,-536.4765009704945,wel_411015
0,8,541,42,-52.29930775920343,wel_411053
0,8,608,184,-8.291113530183054,wel_411054
0,8,204,96,-231.41024348450068,wel_411114
0,8,608,188,-259.09729781822045,wel_411137
0,8,131,131,-8.000665459328829,wel_411158
0,8,131,131,-8.000665459328829,wel_411159
0,8,564,96,-222.06711201404036,wel_411178
0,8,158,77,-6.424576596700594,wel_411244
0,8,148,40,-20.271772581297565,wel_411252
0,8,96,21,-138.9279710901298,wel_411275
0,8,96,21,-108.35448994757978,wel_411276
0,8,102,45,-4.539384657775222,wel_411282
0,8,102,45,-4.539384657775222,wel_411283
0,8,102,45,-4.539384657775222,wel_411284
0,8,382,123,-89.54402612597698,wel_411323
0,8,396,113,-68.9546209853381,wel_411325
0,8,217,76,-1.2337176932912384,wel_411410
0,8,173,58,-248.0053424986224,wel_411433
0,8,510,105,-51.25980940035673,wel_411445
0,8,795,134,-1.7779256576286286,wel_411489
0,8,609,295,-2.228236761236696,wel_411492
0,8,616,275,-5.088670929149849,wel_411523
0,8,52,97,-0.5409951578444443,wel_411584
0,8,50,46,-136.6133616536924,wel_411631
0,8,50,46,-136.61337201758434,wel_411632
0,8,191,17,-1.689314381774797,wel_411637
0,8,191,17,-0.5596501632873562,wel_411638
0,8,805,220,-119.39203483463598,wel_411647
0,8,582,278,-163.07725909997998,wel_411733
0,8,582,278,-134.73059486547461,wel_411734
0,8,320,99,-106.9553645393614,wel_436944
0,8,845,491,-1049.7275201645637,wel_506097
0,8,740,487,-320.24426010332047,wel_506118
0,8,738,503,-173.07699494257125,wel_506121
0,8,740,503,-81.87474611055765,wel_506124
0,8,741,497,-97.00602830314173,wel_506130
0,8,752,511,-111.85748541408212,wel_506136
0,8,761,491,-37.31001088582374,wel_506151
0,8,762,491,-33.57900979724137,wel_506152
0,8,708,478,-29.101808490942517,wel_506162
0,8,674,512,-155.45837869093225,wel_506169
0,8,674,512,-114.002811040017,wel_506171
0,8,676,509,-155.45837869093225,wel_506173
0,8,677,509,-155.45837869093225,wel_506175
0,8,675,504,-134.73059486547461,wel_506177
0,8,700,465,-174.11338413384414,wel_506179
0,8,699,464,-174.11338413384414,wel_506182
0,8,699,464,-174.11338413384414,wel_506185
0,8,744,453,-25.909729781822044,wel_506203
0,8,744,453,-25.909729781822044,wel_506206
0,8,745,453,-31.091675738186453,wel_506209
0,8,687,530,-1128.25472918731,wel_506212
0,8,686,529,-1044.6803048030647,wel_506215
0,8,688,529,-1067.066311334559,wel_506218
0,8,685,530,-993.192489780628,wel_506221
0,8,684,529,-931.6309718190188,wel_506224
0,8,683,530,-2173.06976458524,wel_506227
0,8,683,529,-857.7571502650878,wel_506230
0,8,682,529,-545.8454592596013,wel_506233
0,8,697,539,-439.60520326221825,wel_506242
0,8,696,538,-388.11738823978146,wel_506245
0,8,696,538,-604.6709097562501,wel_506248
0,8,697,534,-710.8800740778951,wel_506251
0,8,698,540,-54.98044659702637,wel_506254
0,8,698,540,-12.208664673194546,wel_506257
0,8,791,455,-7.368727149950189,wel_506260
0,8,710,480,-116.07558942256276,wel_506266
0,8,735,549,-134.73059486547461,wel_506272
0,8,735,548,-134.73059486547461,wel_506275
0,8,735,547,-134.73059486547461,wel_506278
0,8,802,446,-264.2792437745848,wel_506281
0,8,803,446,-315.06231414695606,wel_506284
0,8,803,445,-75.65641096292036,wel_506287
0,8,805,444,-186.55005442911872,wel_506299
0,8,786,440,-148.20365435202208,wel_506305
0,8,805,446,-75.65641096292036,wel_506311
0,8,806,446,-315.06231414695606,wel_506314
0,8,805,446,-75.65641096292036,wel_506317
0,8,799,452,-186.55005442911872,wel_506320
0,8,765,520,-105.71169750983394,wel_506324
0,8,766,521,-642.5612985891867,wel_506326
0,8,715,446,-304.4496888283217,wel_506334
0,8,722,436,-755.1131647614216,wel_506373
0,8,721,437,-274.64313568731365,wel_506376
0,8,715,438,-347.6049347529245,wel_506379
0,8,718,485,-119.1847569963814,wel_506382
0,8,720,487,-107.7844758923797,wel_506389
0,8,711,509,-129.54864890911023,wel_506398
0,8,758,501,-172.3722502925057,wel_506407
0,8,761,461,-11.939203483463597,wel_506415
0,8,762,461,-11.939203483463597,wel_506418
0,8,762,461,-11.939203483463597,wel_506421
0,8,764,461,-6.529251905019155,wel_506424
0,8,765,460,-6.529251905019155,wel_506427
0,8,718,489,-31.091675738186453,wel_506430
0,8,765,466,-384.5003899622391,wel_506436
0,8,766,465,-109.85725427492547,wel_506439
0,8,710,509,-161.67671383856955,wel_506442
0,8,751,476,-396.9370602575137,wel_506451
0,8,750,476,-138.87615163056614,wel_506454
0,8,760,469,-93.27502721455936,wel_506457
0,8,760,470,-55.965016328735615,wel_506460
0,8,767,481,-31.091675738186453,wel_506463
0,8,768,481,-25.909729781822044,wel_506466
0,8,768,481,-25.909729781822044,wel_506469
0,8,768,481,-25.909729781822044,wel_506472
0,8,769,458,-21.764173016730517,wel_506493
0,8,770,458,-21.764173016730517,wel_506496
0,8,775,453,-80.83835691928478,wel_506499
0,8,679,500,-154.42198949965936,wel_506502
0,8,695,515,-187.38952967404975,wel_506505
0,8,701,518,-144.51410883109062,wel_506508
0,8,701,477,-185.8660375628786,wel_506511
0,8,753,477,-123.33031376147292,wel_506514
0,8,753,477,-89.12947044946783,wel_506517
0,8,753,477,-51.81945956364409,wel_506520
0,8,691,498,-65.91435256495528,wel_506529
0,8,765,469,-273.6067464960408,wel_506535
0,8,677,485,-155.45837869093225,wel_506538
0,8,739,515,-9.327502721455936,wel_506546
0,8,740,515,-9.327502721455936,wel_506549
0,8,725,471,-2.0727783825457635,wel_506552
0,8,828,556,-542.0315470357172,wel_506555
0,8,712,505,-70.96156792645421,wel_506558
0,8,717,496,-12.054864517209651,wel_506594
0,8,717,496,-41.74119651203007,wel_506595
0,8,717,495,-3.648504508957053,wel_506596
0,8,712,523,-7.989213358765263,wel_506597
0,8,690,517,-279.82508164367806,wel_506603
0,8,727,533,-74.24692166278925,wel_506616
0,8,726,533,-49.49794777519283,wel_506619
0,8,726,533,-49.49794777519283,wel_506622
0,8,725,533,-49.49794777519283,wel_506625
0,8,669,505,-57.0014055200085,wel_506628
0,8,670,505,-57.0014055200085,wel_506631
0,8,671,506,-57.0014055200085,wel_506634
0,8,737,499,-2.383695139927628,wel_506637
0,8,800,525,-165.30407600802462,wel_506646
0,8,800,524,-413.5192873178798,wel_506652
0,8,801,523,-288.42711193124296,wel_506655
0,8,799,522,-178.46621873719022,wel_506658
0,8,797,522,-212.8743398874499,wel_506661
0,8,755,469,-167.89504898620683,wel_506667
0,8,754,469,-139.91254082183903,wel_506670
0,8,743,434,-99.0788066856875,wel_506673
0,8,742,434,-96.07327803099614,wel_506676
0,8,751,439,-104.67530831856105,wel_506679
0,8,744,458,-137.83976243929328,wel_506682
0,8,712,483,-13.090735513886896,wel_506693
0,8,693,531,-73.23126025534182,wel_506699
0,8,693,531,-647.8187973175949,wel_506702
0,8,693,531,-5.373677956749892,wel_506705
0,8,767,445,-29.01889735564069,wel_506708
0,8,767,445,-29.01889735564069,wel_506711
0,8,742,443,-29.01889735564069,wel_506714
0,8,768,445,-29.01889735564069,wel_506717
0,8,770,448,-33.164454120732216,wel_506720
0,8,770,448,-33.164454120732216,wel_506723
0,8,773,448,-29.01889735564069,wel_506726
0,8,773,448,-29.01889735564069,wel_506729
0,8,763,444,-55.965016328735615,wel_506732
0,8,763,444,-55.965016328735615,wel_506735
0,8,761,443,-297.44369789531703,wel_506747
0,8,761,443,-297.44369789531703,wel_506750
0,8,761,443,-297.44369789531703,wel_506753
0,8,777,443,-890.2583153034054,wel_506759
0,8,728,482,-1227.084802467092,wel_506783
0,8,728,482,-1227.084802467092,wel_506786
0,8,817,451,-12.125753537892717,wel_506798
0,8,817,451,-10.882086508365258,wel_506801
0,8,817,452,-10.882086508365258,wel_506804
0,8,743,470,-82.91113530183054,wel_506807
0,8,743,470,-82.91113530183054,wel_506810
0,8,743,470,-82.91113530183054,wel_506813
0,8,743,470,-82.91113530183054,wel_506816
0,8,750,478,-78.76557853673901,wel_506819
0,8,752,463,-78.76557853673901,wel_506822
0,8,752,463,-78.76557853673901,wel_506825
0,8,753,463,-78.76557853673901,wel_506828
0,8,691,514,-336.8264871636866,wel_506831
0,8,715,508,-51.81945956364409,wel_506841
0,8,700,499,-279.82508164367806,wel_506850
0,8,707,511,-310.9167573818645,wel_506853
0,8,708,514,-186.55005442911872,wel_506856
0,8,706,516,-93.27502721455936,wel_506859
0,8,707,514,-93.27502721455936,wel_506862
0,8,709,514,-103.63891912728818,wel_506865
0,8,703,515,-331.64454120732216,wel_506868
0,8,702,515,-248.73340590549162,wel_506871
0,8,701,516,-114.002811040017,wel_506874
0,8,703,512,-290.1889735564069,wel_506877
0,8,729,550,-155.95584550274324,wel_506880
0,8,768,466,-25.184257347931027,wel_506883
0,8,769,465,-11.193003265747123,wel_506886
0,8,706,484,-224.89645450621532,wel_506889
0,8,730,451,-81.87474611055765,wel_506892
0,8,683,495,-21.453256259348652,wel_506895
0,8,683,495,-14.302170839565768,wel_506898
0,8,683,495,-22.16836480132694,wel_506901
0,8,683,495,-19.307930633413786,wel_506904
0,8,682,496,-34.998862989285215,wel_506907
0,8,685,485,-77.72918934546612,wel_506910
0,8,685,485,-77.72918934546612,wel_506913
0,8,785,463,-236.29673561021704,wel_506916
0,8,698,470,-671.5801959448273,wel_506934
0,8,751,469,-46.63751360727968,wel_506940
0,8,752,469,-46.63751360727968,wel_506942
0,8,752,469,-46.63751360727968,wel_506944
0,8,782,456,-49.746681181098324,wel_506946
0,8,742,435,-5.51359049757173,wel_506949
0,8,750,462,-134.73059486547461,wel_506952
0,8,743,464,-307.1857562932821,wel_506955
0,8,743,468,-271.533968113495,wel_506958
0,8,745,504,-124.36670295274581,wel_506975
0,8,746,504,-124.36670295274581,wel_506978
0,8,690,375,-3597.835441395722,wel_509531
0,8,604,443,-481.40277934625357,wel_509567
0,8,604,443,-248.00793347160058,wel_509570
0,8,604,443,-464.4059966093783,wel_509573
0,8,603,443,-249.35523942025534,wel_509576
0,8,604,443,-202.30317013646652,wel_509579
0,8,507,431,-0.263242854583312,wel_509582
0,8,508,430,-0.2666111194549488,wel_509585
0,8,509,429,-0.2277983442417794,wel_509588
0,8,507,432,-0.27205216270913146,wel_509591
0,8,509,429,-0.2565063248400382,wel_509594
0,8,507,432,-0.42595595761315436,wel_509597
0,8,545,326,-103.43164128903359,wel_509603
0,8,545,325,-103.43164128903359,wel_509606
0,8,592,338,-991.513539290766,wel_509609
0,8,594,338,-2637.299575032102,wel_509612
0,8,592,338,-1452.603090488071,wel_509615
0,8,614,384,-71.51085419782883,wel_509618
0,8,551,380,-148.20365435202208,wel_509624
0,8,548,386,-103.63891912728818,wel_509630
0,8,476,327,-22.07508977411238,wel_509636
